id_sale,id_customer,id_store,payment_method
27517,46,11,PIX
27518,116,11,PIX
27519,109,15,Dinheiro
27520,31,1,PIX
27521,56,12,PIX
27522,92,2,PIX
27523,76,11,Cartão de Crédito
27524,100,13,PIX
27525,51,3,PIX
27526,26,8,PIX
27527,43,8,Dinheiro
27528,21,12,Cartão de Crédito
27529,6,13,Cartão de Débito
27530,58,7,Cartão de Crédito
27531,103,8,Cartão de Débito
27532,10,5,Cartão de Crédito
27533,45,2,Cartão de Crédito
27534,79,9,Cartão de Débito
27535,9,15,Cartão de Débito
27536,34,7,PIX
27537,6,15,PIX
27538,46,7,Cartão de Crédito
27539,57,13,Cartão de Débito
27540,70,7,Dinheiro
27541,28,7,Cartão de Débito
27542,35,5,Cartão de Crédito
27543,77,10,Cartão de Crédito
27544,11,2,Cartão de Débito
27545,116,2,Cartão de Débito
27546,46,10,Cartão de Débito
27547,96,15,Cartão de Crédito
27548,91,10,PIX
27549,21,1,Cartão de Crédito
27550,70,11,PIX
27551,4,12,Cartão de Crédito
27552,84,15,Dinheiro
27553,104,6,PIX
27554,74,9,Cartão de Crédito
27555,8,10,Cartão de Débito
27556,40,14,Dinheiro
27557,83,11,Cartão de Crédito
27558,74,6,PIX
27559,29,6,Cartão de Crédito
27560,21,3,Cartão de Crédito
27561,26,9,Cartão de Crédito
27562,109,15,Cartão de Crédito
27563,63,15,PIX
27564,5,1,PIX
27565,40,5,Cartão de Crédito
27566,27,10,Cartão de Crédito
27567,52,10,Cartão de Crédito
27568,104,14,PIX
27569,48,10,PIX
27570,66,13,Cartão de Crédito
27571,94,3,Cartão de Débito
27572,96,12,Cartão de Crédito
27573,47,14,PIX
27574,23,10,Cartão de Crédito
27575,39,9,Dinheiro
27576,98,2,PIX
27577,85,5,PIX
27578,87,5,PIX
27579,17,14,PIX
27580,107,8,Cartão de Débito
27581,66,1,PIX
27582,16,10,Cartão de Crédito
27583,39,4,PIX
27584,84,5,Cartão de Crédito
27585,23,9,PIX
27586,119,8,Dinheiro
27587,62,15,PIX
27588,24,13,Cartão de Crédito
27589,79,3,Cartão de Crédito
27590,37,13,Cartão de Crédito
27591,58,14,Cartão de Crédito
27592,3,3,Cartão de Débito
27593,83,1,PIX
27594,112,11,PIX
27595,51,2,Cartão de Crédito
27596,29,7,PIX
27597,119,8,PIX
27598,36,14,Cartão de Débito
27599,41,15,Cartão de Débito
27600,84,6,PIX
27601,2,4,Cartão de Crédito
27602,37,1,PIX
27603,80,10,Cartão de Débito
27604,105,5,Cartão de Débito
27605,93,12,Cartão de Crédito
27606,10,1,Cartão de Crédito
27607,2,3,Cartão de Crédito
27608,55,3,Cartão de Crédito
27609,44,4,Cartão de Crédito
27610,58,13,Cartão de Crédito
27611,3,11,PIX
27612,72,1,Cartão de Crédito
27613,24,13,Cartão de Crédito
27614,112,3,Cartão de Crédito
27615,61,3,PIX
27616,21,7,Cartão de Crédito
27617,77,12,Cartão de Crédito
27618,35,5,PIX
27619,118,12,Cartão de Débito
27620,38,5,PIX
27621,20,12,PIX
27622,88,7,PIX
27623,110,1,Cartão de Crédito
27624,55,15,Cartão de Crédito
27625,66,4,PIX
27626,41,9,Cartão de Crédito
27627,49,3,PIX
27628,74,15,Cartão de Crédito
27629,119,8,Cartão de Débito
27630,34,15,PIX
27631,35,10,Cartão de Crédito
27632,70,6,Cartão de Crédito
27633,31,13,PIX
27634,34,6,PIX
27635,23,8,PIX
27636,100,5,Cartão de Crédito
27637,57,8,Cartão de Débito
27638,10,12,Cartão de Crédito
27639,33,2,PIX
27640,33,6,Cartão de Débito
27641,105,1,Cartão de Crédito
27642,114,14,Cartão de Crédito
27643,6,15,PIX
27644,56,1,PIX
27645,102,1,Cartão de Débito
27646,19,9,Cartão de Crédito
27647,118,2,Cartão de Crédito
27648,119,3,PIX
27649,24,3,Cartão de Crédito
27650,4,10,PIX
27651,55,1,PIX
27652,81,13,Cartão de Crédito
27653,35,12,Cartão de Crédito
27654,115,4,PIX
27655,62,12,PIX
27656,117,10,Cartão de Crédito
27657,1,4,Cartão de Débito
27658,85,15,Cartão de Débito
27659,94,6,PIX
27660,76,9,Dinheiro
27661,81,8,PIX
27662,105,2,Cartão de Débito
27663,5,6,PIX
27664,70,13,PIX
27665,91,10,PIX
27666,78,7,Cartão de Crédito
27667,69,10,Cartão de Crédito
27668,58,7,Cartão de Crédito
27669,87,9,Cartão de Crédito
27670,9,10,Cartão de Débito
27671,19,8,Cartão de Crédito
27672,103,2,PIX
27673,101,11,PIX
27674,43,7,PIX
27675,110,1,PIX
27676,104,1,PIX
27677,82,2,Cartão de Crédito
27678,42,4,Cartão de Crédito
27679,31,2,Cartão de Crédito
27680,29,2,PIX
27681,117,12,PIX
27682,31,2,Cartão de Débito
27683,16,15,PIX
27684,100,13,Cartão de Crédito
27685,26,11,Cartão de Débito
27686,60,10,Cartão de Crédito
27687,95,5,PIX
27688,18,5,PIX
27689,21,13,Cartão de Crédito
27690,22,14,Cartão de Crédito
27691,84,3,PIX
27692,56,11,Cartão de Crédito
27693,98,2,Cartão de Crédito
27694,44,14,Cartão de Débito
27695,3,14,PIX
27696,107,12,Cartão de Crédito
27697,46,5,PIX
27698,30,11,Cartão de Débito
27699,117,12,PIX
27700,43,1,Cartão de Crédito
27701,41,3,PIX
27702,86,9,Cartão de Crédito
27703,102,13,PIX
27704,119,3,Cartão de Crédito
27705,4,10,Cartão de Débito
27706,15,6,PIX
27707,28,11,Cartão de Crédito
27708,106,13,Cartão de Crédito
27709,10,10,PIX
27710,114,7,Dinheiro
27711,77,4,PIX
27712,97,6,Dinheiro
27713,118,13,Cartão de Crédito
27714,39,10,PIX
27715,84,13,Cartão de Crédito
27716,11,4,Cartão de Crédito
27717,112,12,Cartão de Crédito
27718,43,9,Cartão de Débito
27719,42,9,PIX
27720,42,12,PIX
27721,43,12,Cartão de Crédito
27722,111,10,Cartão de Crédito
27723,99,11,PIX
27724,48,6,PIX
27725,115,13,Cartão de Crédito
27726,13,2,PIX
27727,63,6,Cartão de Crédito
27728,78,9,Cartão de Crédito
27729,21,1,Cartão de Crédito
27730,4,9,Cartão de Crédito
27731,44,7,Cartão de Crédito
27732,22,14,Cartão de Débito
27733,30,8,Cartão de Crédito
27734,38,15,PIX
27735,42,15,Cartão de Crédito
27736,109,14,Cartão de Crédito
27737,116,13,Cartão de Crédito
27738,1,2,Cartão de Crédito
27739,29,15,PIX
27740,79,11,Cartão de Crédito
27741,96,11,PIX
27742,79,14,Cartão de Crédito
27743,12,9,Cartão de Crédito
27744,118,15,Cartão de Débito
27745,113,5,Cartão de Crédito
27746,20,13,Dinheiro
27747,45,8,Cartão de Crédito
27748,4,8,PIX
27749,20,12,PIX
27750,16,12,PIX
27751,66,2,Dinheiro
27752,97,13,Dinheiro
27753,102,11,Cartão de Crédito
27754,72,5,Cartão de Crédito
27755,9,4,Cartão de Crédito
27756,30,3,PIX
27757,80,5,Cartão de Crédito
27758,35,13,Cartão de Crédito
27759,40,8,Cartão de Débito
27760,58,1,Cartão de Débito
27761,13,12,Cartão de Crédito
27762,110,1,Cartão de Crédito
27763,15,8,Cartão de Crédito
27764,66,1,Cartão de Crédito
27765,42,12,Cartão de Crédito
27766,93,13,PIX
27767,86,5,PIX
27768,65,3,Cartão de Crédito
27769,77,6,Cartão de Débito
27770,26,6,PIX
27771,92,7,Dinheiro
27772,60,10,PIX
27773,119,9,PIX
27774,117,12,Cartão de Crédito
27775,1,15,PIX
27776,3,1,Cartão de Crédito
27777,65,10,Cartão de Crédito
27778,48,2,Cartão de Débito
27779,119,8,Cartão de Débito
27780,60,12,Cartão de Crédito
27781,36,6,Cartão de Crédito
27782,26,15,PIX
27783,110,8,Cartão de Crédito
27784,36,1,Cartão de Crédito
27785,55,13,Cartão de Crédito
27786,31,4,Cartão de Crédito
27787,47,5,Dinheiro
27788,91,13,Cartão de Crédito
27789,93,2,PIX
27790,21,11,Cartão de Crédito
27791,63,13,Cartão de Crédito
27792,31,4,Cartão de Débito
27793,83,2,PIX
27794,6,6,Cartão de Crédito
27795,21,15,PIX
27796,53,8,Cartão de Crédito
27797,87,12,Dinheiro
27798,103,12,PIX
27799,114,14,Cartão de Débito
27800,39,10,PIX
27801,56,2,Cartão de Débito
27802,60,5,Cartão de Crédito
27803,79,13,PIX
27804,22,6,PIX
27805,18,12,Cartão de Crédito
27806,64,5,PIX
27807,54,4,PIX
27808,17,10,PIX
27809,100,12,PIX
27810,91,4,Cartão de Crédito
27811,116,6,PIX
27812,21,7,Cartão de Débito
27813,86,2,Cartão de Crédito
27814,83,1,Cartão de Débito
27815,92,1,PIX
27816,33,10,Cartão de Débito
27817,107,8,Cartão de Crédito
27818,109,6,Cartão de Débito
27819,85,13,Cartão de Crédito
27820,36,14,Cartão de Crédito
27821,118,11,PIX
27822,68,8,Cartão de Crédito
27823,93,11,Cartão de Crédito
27824,28,5,Cartão de Crédito
27825,87,4,Cartão de Crédito
27826,119,6,PIX
27827,86,6,PIX
27828,86,2,Cartão de Débito
27829,103,7,PIX
27830,68,1,PIX
27831,95,3,Cartão de Crédito
27832,68,12,Cartão de Crédito
27833,61,13,PIX
27834,82,4,Cartão de Crédito
27835,60,14,Cartão de Crédito
27836,64,9,Cartão de Crédito
27837,110,3,PIX
27838,109,10,Cartão de Débito
27839,55,5,PIX
27840,64,1,PIX
27841,44,1,PIX
27842,40,12,Cartão de Crédito
27843,39,7,PIX
27844,76,9,PIX
27845,54,6,Cartão de Crédito
27846,76,12,PIX
27847,41,10,PIX
27848,6,7,Cartão de Crédito
27849,9,2,Cartão de Crédito
27850,12,13,Cartão de Crédito
27851,9,3,PIX
27852,80,13,Cartão de Crédito
27853,73,4,Cartão de Crédito
27854,99,2,PIX
27855,114,12,Cartão de Débito
27856,109,5,Cartão de Débito
27857,82,2,PIX
27858,14,7,PIX
27859,74,11,PIX
27860,46,8,Cartão de Crédito
27861,25,8,PIX
27862,10,13,PIX
27863,8,15,PIX
27864,112,15,Cartão de Crédito
27865,13,10,PIX
27866,59,10,Cartão de Crédito
27867,3,13,Cartão de Crédito
27868,100,11,Cartão de Débito
27869,84,13,PIX
27870,76,4,PIX
27871,51,2,Cartão de Crédito
27872,64,12,Dinheiro
27873,115,14,Cartão de Crédito
27874,86,10,Cartão de Débito
27875,68,10,PIX
27876,119,5,PIX
27877,87,7,PIX
27878,18,5,Cartão de Crédito
27879,27,15,Cartão de Crédito
27880,49,5,Cartão de Crédito
27881,75,12,PIX
27882,106,8,PIX
27883,45,3,Cartão de Débito
27884,38,11,PIX
27885,17,5,Cartão de Crédito
27886,110,3,PIX
27887,3,6,PIX
27888,12,6,Cartão de Crédito
27889,97,4,Cartão de Débito
27890,74,13,PIX
27891,29,3,Cartão de Crédito
27892,24,4,PIX
27893,6,1,PIX
27894,110,6,Cartão de Débito
27895,3,5,PIX
27896,79,4,Cartão de Crédito
27897,70,12,Cartão de Crédito
27898,72,2,PIX
27899,106,6,Cartão de Crédito
27900,34,6,Cartão de Crédito
27901,99,10,Cartão de Crédito
27902,71,3,PIX
27903,98,9,PIX
27904,111,14,Cartão de Crédito
27905,47,4,Cartão de Débito
27906,27,3,PIX
27907,72,10,PIX
27908,88,14,Cartão de Crédito
27909,18,5,Cartão de Crédito
27910,85,7,Cartão de Débito
27911,17,14,Cartão de Crédito
27912,73,3,Cartão de Crédito
27913,100,15,Cartão de Crédito
27914,15,1,Cartão de Crédito
27915,97,3,Cartão de Crédito
27916,27,8,PIX
27917,54,5,Cartão de Crédito
27918,35,13,Cartão de Crédito
27919,53,7,Cartão de Débito
27920,100,11,Cartão de Débito
27921,61,6,Cartão de Crédito
27922,83,12,PIX
27923,96,11,PIX
27924,13,5,Cartão de Crédito
27925,28,6,Dinheiro
27926,22,10,Cartão de Crédito
27927,14,10,Cartão de Crédito
27928,27,1,Cartão de Crédito
27929,102,5,Cartão de Crédito
27930,84,11,Cartão de Crédito
27931,96,1,Dinheiro
27932,83,1,Cartão de Crédito
27933,57,7,Cartão de Crédito
27934,4,14,PIX
27935,14,9,Cartão de Crédito
27936,42,6,Cartão de Débito
27937,98,11,PIX
27938,46,9,PIX
27939,65,5,Cartão de Crédito
27940,37,13,PIX
27941,53,3,PIX
27942,44,9,Cartão de Débito
27943,80,14,Cartão de Crédito
27944,10,10,Cartão de Débito
27945,83,9,PIX
27946,97,6,Cartão de Débito
27947,90,12,PIX
27948,62,5,Cartão de Crédito
27949,52,7,PIX
27950,22,4,Cartão de Crédito
27951,28,14,Cartão de Crédito
27952,93,4,Cartão de Débito
27953,96,1,PIX
27954,41,5,Cartão de Débito
27955,25,12,PIX
27956,54,14,Cartão de Crédito
27957,26,12,PIX
27958,16,11,PIX
27959,74,13,PIX
27960,58,5,Cartão de Débito
27961,73,2,Cartão de Crédito
27962,67,11,Cartão de Débito
27963,98,1,Cartão de Crédito
27964,119,11,Cartão de Crédito
27965,108,1,Cartão de Crédito
27966,96,15,PIX
27967,109,1,Dinheiro
27968,38,12,PIX
27969,43,11,PIX
27970,95,11,Cartão de Crédito
27971,103,7,Cartão de Débito
27972,77,14,Cartão de Débito
27973,3,13,Cartão de Débito
27974,109,14,PIX
27975,42,2,Cartão de Crédito
27976,28,6,Cartão de Débito
27977,52,14,Cartão de Débito
27978,18,9,PIX
27979,57,14,Cartão de Crédito
27980,37,13,PIX
27981,101,11,Cartão de Crédito
27982,19,4,PIX
27983,1,7,PIX
27984,40,9,Cartão de Crédito
27985,81,11,PIX
27986,109,5,Cartão de Crédito
27987,107,12,Cartão de Crédito
27988,57,6,Cartão de Crédito
27989,41,8,Cartão de Débito
27990,92,1,PIX
27991,117,6,Cartão de Crédito
27992,104,9,Cartão de Débito
27993,92,2,Cartão de Crédito
27994,83,15,PIX
27995,89,14,Cartão de Crédito
27996,91,10,PIX
27997,84,5,PIX
27998,48,13,Cartão de Crédito
27999,65,9,PIX
28000,15,4,PIX
28001,12,7,Cartão de Crédito
28002,37,15,PIX
28003,95,14,Cartão de Crédito
28004,23,3,Cartão de Crédito
28005,70,7,PIX
28006,110,1,PIX
28007,28,9,Cartão de Crédito
28008,44,15,Cartão de Crédito
28009,17,1,Dinheiro
28010,47,4,PIX
28011,18,12,Cartão de Crédito
28012,49,15,PIX
28013,81,12,Cartão de Débito
28014,21,6,PIX
28015,60,4,Cartão de Crédito
28016,89,14,Cartão de Crédito
28017,102,13,Cartão de Crédito
28018,26,5,Cartão de Crédito
28019,107,10,Cartão de Crédito
28020,17,9,PIX
28021,88,2,Cartão de Crédito
28022,52,10,PIX
28023,110,3,PIX
28024,53,12,PIX
28025,6,4,Cartão de Crédito
28026,71,6,PIX
28027,10,11,Cartão de Crédito
28028,64,3,Cartão de Crédito
28029,36,8,Cartão de Débito
28030,5,8,Cartão de Débito
28031,113,2,Cartão de Crédito
28032,36,1,PIX
28033,43,13,Cartão de Crédito
28034,104,14,PIX
28035,107,3,Cartão de Débito
28036,30,15,Cartão de Débito
28037,84,8,Cartão de Débito
28038,20,3,Dinheiro
28039,50,14,PIX
28040,73,10,Cartão de Crédito
28041,13,12,PIX
28042,107,9,Cartão de Débito
28043,66,5,PIX
28044,58,7,Cartão de Débito
28045,62,1,PIX
28046,79,5,PIX
28047,44,7,Cartão de Crédito
28048,110,10,PIX
28049,107,15,PIX
28050,57,5,PIX
28051,22,3,Cartão de Débito
28052,26,5,Cartão de Crédito
28053,76,14,PIX
28054,69,8,PIX
28055,64,5,Cartão de Crédito
28056,35,3,PIX
28057,98,13,Cartão de Crédito
28058,98,1,Dinheiro
28059,98,15,Cartão de Débito
28060,46,13,Cartão de Crédito
28061,34,11,Cartão de Crédito
28062,96,13,PIX
28063,99,12,Cartão de Crédito
28064,44,12,Cartão de Débito
28065,44,9,Cartão de Crédito
28066,10,8,Cartão de Crédito
28067,113,15,Cartão de Crédito
28068,19,4,Cartão de Crédito
28069,84,10,Cartão de Débito
28070,52,15,PIX
28071,49,14,Cartão de Crédito
28072,84,4,PIX
28073,57,4,Cartão de Crédito
28074,97,8,Dinheiro
28075,108,15,Cartão de Crédito
28076,119,2,Dinheiro
28077,31,8,PIX
28078,10,5,Cartão de Débito
28079,107,4,Cartão de Débito
28080,118,10,Cartão de Crédito
28081,72,7,PIX
28082,97,3,PIX
28083,106,7,Cartão de Crédito
28084,3,13,Cartão de Crédito
28085,33,9,PIX
28086,12,14,PIX
28087,60,3,Dinheiro
28088,10,2,PIX
28089,39,4,Cartão de Débito
28090,114,11,Cartão de Crédito
28091,50,1,Cartão de Crédito
28092,70,7,PIX
28093,26,12,Cartão de Débito
28094,47,2,Cartão de Crédito
28095,59,1,Cartão de Crédito
28096,32,2,Cartão de Crédito
28097,1,14,PIX
28098,36,10,PIX
28099,81,12,PIX
28100,23,6,PIX
28101,48,7,PIX
28102,30,14,PIX
28103,1,7,PIX
28104,67,11,Cartão de Crédito
28105,36,8,Cartão de Débito
28106,20,3,Cartão de Débito
28107,85,6,Cartão de Débito
28108,59,2,PIX
28109,17,4,Cartão de Crédito
28110,21,2,Dinheiro
28111,119,6,Cartão de Crédito
28112,28,11,Cartão de Crédito
28113,67,6,PIX
28114,16,2,Cartão de Débito
28115,107,8,PIX
28116,85,14,Cartão de Crédito
28117,25,11,PIX
28118,55,2,Cartão de Débito
28119,87,2,Cartão de Crédito
28120,104,13,Cartão de Débito
28121,26,8,Cartão de Crédito
28122,21,6,Cartão de Crédito
28123,88,13,Cartão de Crédito
28124,103,14,PIX
28125,98,4,Cartão de Débito
28126,47,9,Cartão de Crédito
28127,94,14,PIX
28128,52,12,Cartão de Crédito
28129,70,11,PIX
28130,11,9,PIX
28131,100,7,Cartão de Débito
28132,95,9,Cartão de Débito
28133,17,10,PIX
28134,93,5,PIX
28135,93,1,Cartão de Crédito
28136,57,1,Cartão de Crédito
28137,51,8,PIX
28138,117,11,Cartão de Crédito
28139,36,7,Cartão de Crédito
28140,12,1,PIX
28141,74,9,Cartão de Débito
28142,34,6,PIX
28143,22,2,Dinheiro
28144,67,11,Cartão de Crédito
28145,63,10,PIX
28146,21,6,Dinheiro
28147,2,14,Cartão de Débito
28148,19,2,Cartão de Crédito
28149,17,8,Dinheiro
28150,56,6,PIX
28151,118,6,PIX
28152,47,5,PIX
28153,87,4,Cartão de Crédito
28154,111,4,PIX
28155,22,6,Cartão de Crédito
28156,93,1,Cartão de Crédito
28157,42,12,PIX
28158,89,11,Cartão de Crédito
28159,1,3,Dinheiro
28160,64,1,Cartão de Débito
28161,76,5,Dinheiro
28162,26,12,PIX
28163,30,14,Dinheiro
28164,75,14,PIX
28165,16,1,Cartão de Débito
28166,102,3,Cartão de Crédito
28167,84,13,Cartão de Crédito
28168,7,3,Cartão de Crédito
28169,23,2,Cartão de Débito
28170,10,6,PIX
28171,55,1,PIX
28172,101,13,PIX
28173,108,7,PIX
28174,37,3,PIX
28175,89,10,Cartão de Crédito
28176,69,6,Cartão de Crédito
28177,15,13,PIX
28178,91,9,Cartão de Crédito
28179,49,9,Cartão de Crédito
28180,97,5,Cartão de Crédito
28181,65,14,Cartão de Crédito
28182,60,3,PIX
28183,58,12,Cartão de Crédito
28184,26,7,Cartão de Débito
28185,85,7,PIX
28186,29,12,PIX
28187,20,13,Cartão de Crédito
28188,61,2,PIX
28189,11,5,Cartão de Crédito
28190,96,11,Dinheiro
28191,91,4,Cartão de Crédito
28192,16,10,Cartão de Débito
28193,119,9,PIX
28194,117,1,PIX
28195,112,9,Cartão de Crédito
28196,60,13,Cartão de Crédito
28197,6,15,Cartão de Crédito
28198,106,9,Dinheiro
28199,46,8,Cartão de Crédito
28200,98,11,Cartão de Crédito
28201,44,14,Cartão de Crédito
28202,25,15,PIX
28203,77,2,Cartão de Crédito
28204,22,9,Cartão de Crédito
28205,74,7,Cartão de Crédito
28206,46,3,Cartão de Crédito
28207,90,10,PIX
28208,88,3,Cartão de Débito
28209,111,2,PIX
28210,14,12,Cartão de Crédito
28211,101,15,PIX
28212,34,7,Cartão de Débito
28213,87,10,PIX
28214,91,13,Cartão de Crédito
28215,73,10,PIX
28216,6,13,Cartão de Crédito
28217,89,4,Cartão de Crédito
28218,1,6,PIX
28219,27,4,PIX
28220,7,8,Cartão de Crédito
28221,9,11,PIX
28222,74,5,Cartão de Débito
28223,23,1,Cartão de Crédito
28224,31,1,Dinheiro
28225,104,14,Cartão de Débito
28226,39,1,PIX
28227,30,4,PIX
28228,10,5,PIX
28229,69,1,PIX
28230,69,1,Cartão de Crédito
28231,35,12,PIX
28232,107,7,Cartão de Crédito
28233,76,15,Cartão de Crédito
28234,53,5,Cartão de Débito
28235,98,5,Cartão de Crédito
28236,75,12,Dinheiro
28237,49,3,Cartão de Débito
28238,118,10,Cartão de Crédito
28239,49,11,PIX
28240,30,1,Cartão de Crédito
28241,84,1,Cartão de Débito
28242,41,3,PIX
28243,118,13,Cartão de Crédito
28244,26,3,Cartão de Débito
28245,8,15,Cartão de Crédito
28246,53,6,PIX
28247,6,14,Cartão de Crédito
28248,22,1,PIX
28249,35,6,PIX
28250,1,14,Cartão de Crédito
28251,83,8,PIX
28252,110,3,Dinheiro
28253,42,4,PIX
28254,28,2,Cartão de Crédito
28255,32,9,Cartão de Débito
28256,20,6,PIX
28257,34,10,Cartão de Crédito
28258,75,7,Cartão de Crédito
28259,54,12,Cartão de Débito
28260,40,15,PIX
28261,60,3,PIX
28262,11,12,Cartão de Crédito
28263,91,8,Cartão de Crédito
28264,22,15,Cartão de Débito
28265,2,7,Dinheiro
28266,86,3,Dinheiro
28267,5,11,PIX
28268,73,14,Dinheiro
28269,5,4,Cartão de Crédito
28270,99,5,Cartão de Crédito
28271,95,7,PIX
28272,101,7,Cartão de Crédito
28273,20,15,Cartão de Crédito
28274,72,4,Cartão de Crédito
28275,47,14,PIX
28276,90,13,PIX
28277,38,14,Cartão de Crédito
28278,34,15,PIX
28279,30,13,Cartão de Débito
28280,37,10,Dinheiro
28281,31,14,Cartão de Crédito
28282,112,4,Cartão de Débito
28283,51,7,PIX
28284,14,9,Cartão de Crédito
28285,114,6,Cartão de Crédito
28286,21,14,Cartão de Crédito
28287,90,13,Cartão de Crédito
28288,43,12,Cartão de Débito
28289,66,1,Cartão de Débito
28290,96,2,PIX
28291,47,15,PIX
28292,19,1,Cartão de Crédito
28293,57,3,PIX
28294,76,1,Cartão de Crédito
28295,92,2,Cartão de Crédito
28296,22,11,Cartão de Crédito
28297,53,3,Cartão de Crédito
28298,20,2,Cartão de Crédito
28299,25,11,PIX
28300,53,2,Cartão de Crédito
28301,39,11,PIX
28302,109,9,PIX
28303,18,12,PIX
28304,7,6,PIX
28305,41,12,Cartão de Crédito
28306,12,2,Cartão de Crédito
28307,13,13,Cartão de Débito
28308,48,9,Cartão de Crédito
28309,92,5,Cartão de Débito
28310,28,7,Cartão de Crédito
28311,100,9,Cartão de Débito
28312,100,8,Cartão de Crédito
28313,28,7,PIX
28314,55,10,PIX
28315,74,13,Cartão de Crédito
28316,94,3,PIX
28317,17,4,Cartão de Débito
28318,106,7,PIX
28319,90,3,Cartão de Crédito
28320,78,14,Cartão de Crédito
28321,33,1,PIX
28322,64,10,Cartão de Crédito
28323,70,11,Cartão de Crédito
28324,89,6,Cartão de Crédito
28325,28,4,Cartão de Crédito
28326,9,5,PIX
28327,103,14,PIX
28328,44,13,Cartão de Crédito
28329,15,10,Cartão de Crédito
28330,64,8,PIX
28331,116,1,PIX
28332,37,2,Cartão de Crédito
28333,19,1,Cartão de Crédito
28334,85,14,Cartão de Crédito
28335,60,5,PIX
28336,56,3,PIX
28337,90,12,Cartão de Crédito
28338,109,1,Cartão de Crédito
28339,18,3,Cartão de Crédito
28340,85,14,PIX
28341,82,6,Cartão de Crédito
28342,89,8,Cartão de Débito
28343,25,15,Cartão de Débito
28344,15,2,PIX
28345,38,11,Cartão de Débito
28346,60,6,Cartão de Débito
28347,16,5,Cartão de Crédito
28348,23,4,PIX
28349,38,12,PIX
28350,56,6,Cartão de Débito
28351,10,14,Cartão de Débito
28352,67,14,Cartão de Crédito
28353,7,9,Dinheiro
28354,73,9,Cartão de Crédito
28355,62,2,PIX
28356,85,7,Cartão de Crédito
28357,114,5,Cartão de Crédito
28358,92,12,Cartão de Débito
28359,2,2,Dinheiro
28360,73,9,Dinheiro
28361,4,11,Cartão de Débito
28362,51,5,Cartão de Crédito
28363,2,14,Cartão de Crédito
28364,51,8,Cartão de Crédito
28365,105,10,Cartão de Débito
28366,112,9,PIX
28367,54,6,Cartão de Crédito
28368,76,10,PIX
28369,89,8,Cartão de Crédito
28370,28,1,PIX
28371,88,1,Cartão de Crédito
28372,87,6,PIX
28373,114,14,Cartão de Crédito
28374,90,6,Cartão de Crédito
28375,2,4,PIX
28376,8,5,Cartão de Crédito
28377,71,13,PIX
28378,90,8,PIX
28379,100,12,PIX
28380,71,1,Cartão de Crédito
28381,3,1,Cartão de Débito
28382,102,8,PIX
28383,14,15,Cartão de Crédito
28384,37,8,Cartão de Crédito
28385,85,12,Cartão de Crédito
28386,3,6,Cartão de Crédito
28387,77,11,Cartão de Crédito
28388,3,6,Cartão de Crédito
28389,56,12,Dinheiro
28390,97,11,PIX
28391,111,7,Cartão de Débito
28392,92,9,PIX
28393,114,1,Cartão de Crédito
28394,89,5,Cartão de Crédito
28395,5,12,Cartão de Crédito
28396,33,13,Cartão de Crédito
28397,42,15,Cartão de Débito
28398,73,12,PIX
28399,119,14,Cartão de Crédito
28400,13,3,PIX
28401,67,5,Cartão de Crédito
28402,29,15,PIX
28403,63,6,PIX
28404,33,15,PIX
28405,52,7,PIX
28406,112,2,Cartão de Débito
28407,116,11,PIX
28408,38,5,Cartão de Crédito
28409,109,1,Cartão de Crédito
28410,25,4,Cartão de Crédito
28411,56,12,Cartão de Crédito
28412,11,13,PIX
28413,104,3,Cartão de Crédito
28414,31,11,Cartão de Crédito
28415,21,3,PIX
28416,37,15,Dinheiro
28417,74,7,Cartão de Crédito
28418,30,6,PIX
28419,42,14,Cartão de Crédito
28420,81,10,Cartão de Crédito
28421,57,7,Cartão de Débito
28422,61,2,Cartão de Crédito
28423,69,2,Cartão de Crédito
28424,52,1,Cartão de Débito
28425,7,10,Cartão de Crédito
28426,112,1,PIX
28427,64,1,PIX
28428,109,2,Cartão de Crédito
28429,17,2,Cartão de Crédito
28430,37,13,PIX
28431,11,11,PIX
28432,26,6,Cartão de Crédito
28433,42,15,Cartão de Débito
28434,89,14,Cartão de Crédito
28435,7,7,Cartão de Crédito
28436,95,13,Cartão de Débito
28437,31,3,Dinheiro
28438,54,2,Cartão de Crédito
28439,108,4,Cartão de Crédito
28440,4,8,PIX
28441,47,11,Cartão de Crédito
28442,91,14,Cartão de Crédito
28443,117,15,PIX
28444,20,6,Cartão de Crédito
28445,63,10,PIX
28446,98,5,PIX
28447,108,15,Cartão de Débito
28448,7,2,PIX
28449,32,9,Cartão de Débito
28450,48,6,Cartão de Crédito
28451,57,12,Cartão de Crédito
28452,35,14,PIX
28453,63,2,Cartão de Crédito
28454,83,8,PIX
28455,21,2,PIX
28456,22,1,Cartão de Débito
28457,68,6,PIX
28458,33,14,PIX
28459,65,1,PIX
28460,30,10,PIX
28461,84,9,Cartão de Crédito
28462,43,3,Cartão de Crédito
28463,48,14,Cartão de Crédito
28464,71,12,PIX
28465,33,15,Cartão de Crédito
28466,70,6,PIX
28467,107,5,Cartão de Crédito
28468,45,2,Cartão de Débito
28469,32,14,Cartão de Crédito
28470,99,13,Cartão de Débito
28471,72,1,Cartão de Crédito
28472,43,6,Cartão de Débito
28473,109,1,Cartão de Crédito
28474,50,15,PIX
28475,105,15,Cartão de Crédito
28476,7,7,PIX
28477,97,9,Cartão de Débito
28478,57,15,Cartão de Débito
28479,67,6,Cartão de Débito
28480,118,5,PIX
